_id_app,timestamp_app,device_id_app,activity_name_app,activity_type_app,confidence_app,activities_app,Date_app,Time_app,_id,timestamp,device_id,double_values_0,double_values_1,double_values_2,accuracy,Date,Time
20749,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:30,285285956,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.908065796,-7.889419556,-0.525817871,2,6/11/18,16:08:13
20750,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:35,285285957,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.361450195,-7.4949646,-0.508377075,2,6/11/18,16:08:16
20751,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:39,285285958,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.97984314,-7.822235107,-0.557846069,2,6/11/18,16:08:18
20752,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:44,285285959,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.281005859,-8.320632935,-0.13293457,2,6/11/18,16:08:21
20753,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:48,285285960,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.625808716,-8.064224243,-0.430847168,2,6/11/18,16:08:23
20754,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:53,285285961,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.862823486,-7.892303467,-0.431533813,2,6/11/18,16:08:26
20755,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:24:58,285285962,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.820495605,-7.927062988,-0.538619995,2,6/11/18,16:08:29
20756,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:25:02,285285963,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.970733643,-7.807647705,-0.539901733,2,6/11/18,16:08:32
20757,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:25:07,285285964,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.759841919,-7.961380005,-0.566040039,2,6/11/18,16:08:34
20758,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,100,"[{""activity"":""still"",""confidence"":100}]",6/11/18,16:25:11,285285965,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.792709351,-7.953140259,-0.573410034,2,6/11/18,16:08:37
20759,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,still,3,77,"[{""activity"":""still"",""confidence"":77},{""activity"":""in_vehicle"",""confidence"":19},{""activity"":""unknown"",""confidence"":19},{""activity"":""on_foot"",""confidence"":2},{""activity"":""walking"",""confidence"":2},{""activity"":""unknown"",""confidence"":1},{""activity"":""on_bicycle"",""confidence"":0}]",6/11/18,16:25:49,285285966,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.562042236,-7.315139771,-0.456985474,2,6/11/18,16:08:39
20760,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,unknown,4,31,"[{""activity"":""unknown"",""confidence"":31},{""activity"":""on_foot"",""confidence"":30},{""activity"":""walking"",""confidence"":30},{""activity"":""in_vehicle"",""confidence"":9},{""activity"":""on_bicycle"",""confidence"":8},{""activity"":""still"",""confidence"":8},{""activity"":""running"",""confidence"":8},{""activity"":""unknown"",""confidence"":4},{""activity"":""unknown"",""confidence"":4}]",6/11/18,16:26:29,285285967,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.455001831,-7.38609314,-0.639801025,2,6/11/18,16:08:42
20761,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,tilting,5,100,"[{""activity"":""tilting"",""confidence"":100}]",6/11/18,16:26:32,285285968,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.580673218,-7.28288269,-0.743484497,2,6/11/18,16:08:44
20762,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,tilting,5,100,"[{""activity"":""tilting"",""confidence"":100}]",6/11/18,16:27:06,285285969,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.658996582,-7.200881958,-0.752456665,2,6/11/18,16:08:47
20763,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,on_foot,2,32,"[{""activity"":""on_foot"",""confidence"":32},{""activity"":""walking"",""confidence"":32},{""activity"":""still"",""confidence"":23},{""activity"":""unknown"",""confidence"":18},{""activity"":""in_vehicle"",""confidence"":11},{""activity"":""unknown"",""confidence"":5},{""activity"":""unknown"",""confidence"":5},{""activity"":""on_bicycle"",""confidence"":4},{""activity"":""running"",""confidence"":4}]",6/11/18,16:27:06,285285970,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.606491089,-7.238235474,-0.760223389,2,6/11/18,16:08:49
20764,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,on_foot,2,44,"[{""activity"":""on_foot"",""confidence"":44},{""activity"":""walking"",""confidence"":44},{""activity"":""unknown"",""confidence"":22},{""activity"":""still"",""confidence"":10},{""activity"":""in_vehicle"",""confidence"":8},{""activity"":""on_bicycle"",""confidence"":7},{""activity"":""running"",""confidence"":5},{""activity"":""unknown"",""confidence"":4},{""activity"":""unknown"",""confidence"":4}]",6/11/18,16:27:19,285285971,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.412445068,-7.469650269,-0.257965088,2,6/11/18,16:08:52
20765,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,unknown,4,31,"[{""activity"":""unknown"",""confidence"":31},{""activity"":""still"",""confidence"":18},{""activity"":""in_vehicle"",""confidence"":16},{""activity"":""on_foot"",""confidence"":9},{""activity"":""walking"",""confidence"":9},{""activity"":""on_bicycle"",""confidence"":8},{""activity"":""running"",""confidence"":8},{""activity"":""unknown"",""confidence"":8},{""activity"":""unknown"",""confidence"":8}]",6/11/18,16:28:32,285285972,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.40473938,-8.047012329,-1.916275024,2,6/11/18,16:08:54
20766,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,tilting,5,100,"[{""activity"":""tilting"",""confidence"":100}]",6/11/18,16:29:30,285285973,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.976348877,-7.759094238,-1.121032715,2,6/11/18,16:08:57
20767,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,unknown,4,31,"[{""activity"":""unknown"",""confidence"":31},{""activity"":""in_vehicle"",""confidence"":25},{""activity"":""unknown"",""confidence"":21},{""activity"":""on_bicycle"",""confidence"":10},{""activity"":""on_foot"",""confidence"":10},{""activity"":""walking"",""confidence"":10},{""activity"":""still"",""confidence"":9},{""activity"":""running"",""confidence"":8},{""activity"":""unknown"",""confidence"":4}]",6/11/18,16:29:30,285285974,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.303161621,-7.509506226,-0.753326416,2,6/11/18,16:09:00
20768,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,in_vehicle,0,47,"[{""activity"":""in_vehicle"",""confidence"":47},{""activity"":""unknown"",""confidence"":42},{""activity"":""still"",""confidence"":31},{""activity"":""unknown"",""confidence"":10},{""activity"":""unknown"",""confidence"":6},{""activity"":""on_foot"",""confidence"":3},{""activity"":""walking"",""confidence"":3},{""activity"":""on_bicycle"",""confidence"":2},{""activity"":""running"",""confidence"":2}]",6/11/18,16:30:39,285285975,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,5.55406189,-8.104537964,-0.877471924,2,6/11/18,16:09:03
20769,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,in_vehicle,0,40,"[{""activity"":""in_vehicle"",""confidence"":40},{""activity"":""unknown"",""confidence"":30},{""activity"":""still"",""confidence"":29},{""activity"":""unknown"",""confidence"":12},{""activity"":""unknown"",""confidence"":10},{""activity"":""on_foot"",""confidence"":5},{""activity"":""walking"",""confidence"":5},{""activity"":""on_bicycle"",""confidence"":4},{""activity"":""running"",""confidence"":3}]",6/11/18,16:31:48,285285976,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.118453979,-7.680679321,-0.618179321,2,6/11/18,16:09:05
20770,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,in_vehicle,0,99,"[{""activity"":""in_vehicle"",""confidence"":99},{""activity"":""unknown"",""confidence"":99},{""activity"":""unknown"",""confidence"":1}]",6/11/18,16:32:48,285285977,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.126449585,-7.673828125,-0.762207031,2,6/11/18,16:09:08
20771,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,in_vehicle,0,99,"[{""activity"":""in_vehicle"",""confidence"":99},{""activity"":""unknown"",""confidence"":99},{""activity"":""unknown"",""confidence"":1}]",6/11/18,16:33:50,285285978,1.52875E+12,2980c3e6-8b1f-40da-8a3d-49fa71d78acc,6.236343384,-7.587875366,-0.661010742,2,6/11/18,16:09:10
